"PlayerName","Club","Position","PositionType","DoB","Age","IPOPrice","IPODate","CurrentPrice"
"Yassine Bounou","Girona","Goalkeeper/ Defender","Goalkeeper","05/04/1991","28","£0.10","29/05/2018","£0.17"
"Yuto Nagatomo","Galatasaray","Goalkeeper/ Defender","Full back","12/09/1986","32","£0.17","30/05/2018","£0.17"
"Gaku Shibasaki","Getafe","Midfield","Central Midfielder","28/05/1992","27","£0.13","30/05/2018","£0.15"
"Odion Ighalo","Other","Forward","Centre Forward","16/06/1989","30","£0.07","31/05/2018","£0.16"
"Marco Fabian","Ein Frankfurt","Midfield","Central Midfielder","21/07/1989","30","£0.17","08/06/2018","£0.17"
"Jakub Blaszczykowski","Wolfsburg","Midfield","Attacking Midfielder/ Winger","14/12/1985","33","£0.17","08/06/2018","£0.17"
"Maciej Rybus","Lokomotiv Moscow","Midfield","Full back","19/08/1989","30","£0.17","08/06/2018","£0.17"
"Giovanni dos Santos","Tottenham","Midfield","Attacking Midfielder/ Winger","11/05/1989","30","£0.13","08/06/2018","£0.17"
"Neeskens Kebano","Fulham","Midfield","Attacking Midfielder/ Winger","10/03/1992","27","£0.17","09/08/2018","£0.17"
"Fabri","Fulham","Goalkeeper/ Defender","Goalkeeper","31/12/1987","31","£0.17","09/08/2018","£0.17"
"Floyd Ayite","Fulham","Forward","Second Striker/ Winger","15/12/1988","30","£0.17","09/08/2018","£0.17"
"Anthony Pilkington","Cardiff City","Midfield","Attacking Midfielder/ Winger","06/06/1988","31","£0.17","10/08/2018","£0.17"
"Greg Cunningham","Cardiff City","Goalkeeper/ Defender","Full back","31/01/1991","28","£0.17","10/08/2018","£0.18"
"Alex Smithies","Cardiff City","Goalkeeper/ Defender","Goalkeeper","05/03/1990","29","£0.17","10/08/2018","£0.17"
"Loic Damour","Cardiff City","Midfield","Central Midfielder","08/01/1991","28","£0.17","10/08/2018","£0.17"
"Jacques-Alaixys Romao","Reims","Midfield","Defensive Midfielder/ Wingback","18/01/1984","35","£0.17","29/08/2018","£0.17"
"Moustapha Diallo","Nîmes","Midfield","Defensive Midfielder/ Wingback","14/05/1986","33","£0.17","30/08/2018","£0.17"
"Baptiste Valette","Nîmes","Goalkeeper/ Defender","Goalkeeper","01/09/1992","26","£0.17","30/08/2018","£0.17"
"Alfredo Morales","Fortuna Düsseldorf","Midfield","Defensive Midfielder/ Wingback","12/05/1990","29","£0.17","31/08/2018","£0.17"
"Raphael Wolf","Fortuna Düsseldorf","Goalkeeper/ Defender","Goalkeeper","06/06/1988","31","£0.17","31/08/2018","£0.17"
"Kianz Froese","Fortuna Düsseldorf","Midfield","Central Midfielder","16/04/1996","23","£0.17","31/08/2018","£0.17"
"Havard Nielsen","Fortuna Düsseldorf","Forward","Centre Forward","15/07/1993","26","£0.17","31/08/2018","£0.17"
"Enrico Valentini","1. FC Nürnberg","Goalkeeper/ Defender","Full back","20/02/1989","30","£0.17","03/09/2018","£0.17"
"Edgar Salli","1. FC Nürnberg","Forward","Second Striker/ Winger","17/08/1992","27","£0.17","03/09/2018","£0.17"
"Lukas Jager","1. FC Nürnberg","Midfield","Defensive Midfielder/ Wingback","12/02/1994","25","£0.17","03/09/2018","£0.17"
"Salih Ucan","Empoli","Midfield","Attacking Midfielder/ Winger","06/01/1994","25","£0.17","04/09/2018","£0.17"
"Michal Marcjanik","Empoli","Goalkeeper/ Defender","Centre Back","15/12/1994","24","£0.17","04/09/2018","£0.17"
"Luca Antonelli","Empoli","Goalkeeper/ Defender","Full back","11/02/1987","32","£0.17","04/09/2018","£0.17"
"Levan Mchedlidze","Empoli","Forward","Centre Forward","24/03/1990","29","£0.17","04/09/2018","£0.17"
"Joel Untersee","FC Zurich","Goalkeeper/ Defender","Full back","11/02/1994","25","£0.17","04/09/2018","£0.17"
"Simone Iacoponi","Parma","Goalkeeper/ Defender","Full back","30/04/1987","32","£0.17","05/09/2018","£0.17"
"Pierluigi Frattali","Parma","Goalkeeper/ Defender","Goalkeeper","01/12/1985","33","£0.17","05/09/2018","£0.17"
"Marcello Gazzola","Parma","Goalkeeper/ Defender","Full back","03/04/1985","34","£0.17","05/09/2018","£0.17"
"Luca Rigoni","Parma","Midfield","Central Midfielder","07/12/1984","34","£0.17","05/09/2018","£0.17"
"Antonio Di Gaudio","Parma","Midfield","Attacking Midfielder/ Winger","16/08/1989","30","£0.17","05/09/2018","£0.17"
"Rai Vloet","Frosinone","Midfield","Attacking Midfielder/ Winger","08/05/1995","24","£0.17","06/09/2018","£0.17"
"Mirko Gori","Frosinone","Midfield","Central Midfielder","04/02/1993","26","£0.17","06/09/2018","£0.17"
"Marco Capuano","Frosinone","Goalkeeper/ Defender","Centre Back","14/10/1991","27","£0.17","06/09/2018","£0.17"
"Lorenzo Ariaudo","Frosinone","Goalkeeper/ Defender","Centre Back","11/06/1989","30","£0.17","06/09/2018","£0.17"
"Andrea Beghetto","Frosinone","Midfield","Attacking Midfielder/ Winger","11/10/1994","24","£0.17","06/09/2018","£0.17"
"Rajko Brezancic","Huesca","Goalkeeper/ Defender","Full back","21/08/1989","30","£0.17","07/09/2018","£0.17"
"Carlos Akapo","Huesca","Goalkeeper/ Defender","Full back","12/03/1993","26","£0.17","07/09/2018","£0.17"
"Roberto Santamaria","Huesca","Goalkeeper/ Defender","Goalkeeper","27/02/1985","34","£0.17","07/09/2018","£0.17"
"Lluis Sastre","Huesca","Midfield","Central Midfielder","26/03/1986","33","£0.17","07/09/2018","£0.17"
"Xabier Etxeita","Huesca","Goalkeeper/ Defender","Centre Back","31/10/1987","31","£0.17","07/09/2018","£0.17"
"Damian Musto","Huesca","Midfield","Central Midfielder","09/06/1987","32","£0.17","07/09/2018","£0.17"
"Sergio Akieme","Rayo Vallecano","Goalkeeper/ Defender","Full back","16/12/1997","21","£0.17","10/09/2018","£0.18"
"Jose Leon","Rayo Vallecano","Goalkeeper/ Defender","Centre Back","03/02/1995","24","£0.17","10/09/2018","£0.17"
"Emiliano Velazquez","Rayo Vallecano","Goalkeeper/ Defender","Centre Back","30/04/1994","25","£0.17","10/09/2018","£0.17"
"Lass","Rayo Vallecano","Forward","Second Striker/ Winger","30/03/1992","27","£0.17","10/09/2018","£0.17"
"Gorka Elustondo","Rayo Vallecano","Midfield","Defensive Midfielder/ Wingback","18/03/1987","32","£0.17","10/09/2018","£0.17"
"Alvaro Garcia","Rayo Vallecano","Midfield","Attacking Midfielder/ Winger","27/10/1992","26","£0.17","10/09/2018","£0.17"
"Javi Moyano","Real Valladolid","Goalkeeper/ Defender","Full back","23/02/1986","33","£0.17","11/09/2018","£0.17"
"Alberto Guitian","Real Valladolid","Goalkeeper/ Defender","Centre Back","29/07/1990","29","£0.17","11/09/2018","£0.17"
"Samuel Perez","Real Valladolid","Goalkeeper/ Defender","Goalkeeper","26/04/1997","22","£0.17","11/09/2018","£0.17"
"Diego Benaglio","AS Monaco","Goalkeeper/ Defender","Goalkeeper","08/09/1983","35","£0.17","01/10/2018","£0.17"
"Martin Linnes","Galatasaray","Goalkeeper/ Defender","Full back","20/09/1991","27","£0.17","15/11/2018","£0.17"
"Gaetan Bong","Brighton","Goalkeeper/ Defender","Full back","25/04/1988","31","£0.17","19/11/2018","£0.17"
"Dani Alves","PSG","Goalkeeper/ Defender","Full back","06/05/1983","36","£0.08","","£0.16"
"Marouane Fellaini","Man United","Midfield","Central Midfielder","22/11/1987","31","£0.08","","£0.17"
"Arda Turan","Istanbul Başakşehir","Midfield","Attacking Midfielder/ Winger","30/01/1987","32","£0.08","","£0.17"
"Joel Pereira","Man United","Goalkeeper/ Defender","Goalkeeper","28/06/1996","23","£0.03","01/11/2017","£0.17"
"Michal Tomic","Sampdoria","Midfield","Attacking Midfielder/ Winger","30/03/1999","20","£0.10","15/11/2017","£0.21"
"Peter Ankersen","København","Goalkeeper/ Defender","Full back","22/09/1990","28","£0.10","16/11/2017","£0.18"
"Jacopo Sala","Sampdoria","Goalkeeper/ Defender","Full back","05/12/1991","27","£0.13","21/11/2017","£0.17"
"Marco Sportiello","Frosinone","Goalkeeper/ Defender","Goalkeeper","10/05/1992","27","£0.13","22/11/2017","£0.16"
"Silvan Widmer","Udinese","Goalkeeper/ Defender","Full back","05/03/1993","26","£0.13","23/11/2017","£0.16"
"Martin Hansen","Liverpool","Goalkeeper/ Defender","Goalkeeper","15/06/1990","29","£0.13","23/11/2017","£0.16"
"Mubarak Wakaso","Alaves","Midfield","Central Midfielder","25/07/1990","29","£0.13","27/11/2017","£0.16"
"Gideon Jung","Hamburg","Goalkeeper/ Defender","Centre Back","12/09/1994","24","£0.13","29/11/2017","£0.16"
"Marek Suchy","FC Basel","Goalkeeper/ Defender","Centre Back","29/03/1988","31","£0.13","29/11/2017","£0.16"
"Wayne Hennessey","Crystal Palace","Goalkeeper/ Defender","Goalkeeper","24/01/1987","32","£0.13","06/12/2017","£0.16"
"Ruben Perez","Leganes","Midfield","Central Midfielder","26/04/1989","30","£0.13","22/12/2017","£0.16"
"Claudio Beauvue","Caen","Forward","Centre Forward","16/04/1988","31","£0.17","01/02/2018","£0.16"
"Baptiste Guillaume","Nîmes","Forward","Centre Forward","16/06/1995","24","£0.13","26/02/2018","£0.16"
"Bongani Zungu","Amiens","Midfield","Central Midfielder","09/10/1992","26","£0.10","02/03/2018","£0.17"
"Massimo Luongo","Other","Midfield","Central Midfielder","25/09/1992","26","£0.13","10/05/2018","£0.16"
"Anthony Limbombe","Nantes","Midfield","Attacking Midfielder/ Winger","15/07/1994","25","£0.10","11/05/2018","£0.16"
"Fabio Coentrao","Real Madrid","Goalkeeper/ Defender","Full back","11/03/1988","31","£0.13","11/05/2018","£0.19"
"Pepe","Porto","Goalkeeper/ Defender","Centre Back","26/02/1983","36","£0.10","11/05/2018","£0.15"
"Fagner","Other","Goalkeeper/ Defender","Full back","11/06/1989","30","£0.10","17/05/2018","£0.16"
"Lovre Kalinic","KAA Gent","Goalkeeper/ Defender","Goalkeeper","03/04/1990","29","£0.08","17/05/2018","£0.16"
"Ahmed Hassan","Braga","Forward","Centre Forward","05/03/1993","26","£0.13","23/05/2018","£0.22"
"Guillermo Ochoa","Standard Liège","Goalkeeper/ Defender","Goalkeeper","13/07/1985","34","£0.13","24/05/2018","£0.15"
"Jesus Gallardo","Other","Goalkeeper/ Defender","Full back","15/08/1994","25","£0.10","24/05/2018","£0.16"
"Takuma Asano","Hannover","Forward","Centre Forward","10/11/1994","24","£0.13","30/05/2018","£0.16"
"Makoto Hasebe","Ein Frankfurt","Midfield","Central Midfielder","18/01/1984","35","£0.13","30/05/2018","£0.17"
"Genki Haraguchi","Hannover","Midfield","Attacking Midfielder/ Winger","09/05/1991","28","£0.10","30/05/2018","£0.16"
"Mikel Agu","Bursaspor","Midfield","Central Midfielder","27/05/1993","26","£0.10","31/05/2018","£0.15"
"Leon Balogun","Brighton","Goalkeeper/ Defender","Centre Back","28/06/1988","31","£0.13","31/05/2018","£0.16"
"Jose Luis Rodriguez","KAA Gent","Midfield","Attacking Midfielder/ Winger","19/06/1998","21","£0.10","04/06/2018","£0.15"
"Gary Madine","Cardiff City","Forward","Centre Forward","24/08/1990","28","£0.13","10/08/2018","£0.16"
"Antonito","Real Valladolid","Goalkeeper/ Defender","Full back","24/12/1987","31","£0.13","11/09/2018","£0.15"
"Oliver Sorg","Hannover","Goalkeeper/ Defender","Full back","29/05/1990","29","£0.13","13/11/2017","£0.15"
"Federico Ceccherini","Fiorentina","Goalkeeper/ Defender","Centre Back","11/05/1992","27","£0.13","14/11/2017","£0.15"
"Giacomo Satalino","Sassuolo","Goalkeeper/ Defender","Goalkeeper","20/05/1999","20","£0.10","15/11/2017","£0.16"
"Inigo Lekue","Ath Bilbao","Goalkeeper/ Defender","Full back","04/05/1993","26","£0.13","16/11/2017","£0.15"
"Kieran O'Hara","Man United","Goalkeeper/ Defender","Goalkeeper","22/04/1996","23","£0.07","16/11/2017","£0.15"
"Jeffrey Gouweleeuw","Augsburg","Goalkeeper/ Defender","Centre Back","10/07/1991","28","£0.13","17/11/2017","£0.15"
"Felix Wiedwald","Ein Frankfurt","Goalkeeper/ Defender","Goalkeeper","15/03/1990","29","£0.13","22/11/2017","£0.15"
"Antonio Luna","Levante","Goalkeeper/ Defender","Full back","17/03/1991","28","£0.13","23/11/2017","£0.15"
"Ryder Matos","Udinese","Forward","Second Striker/ Winger","27/02/1993","26","£0.13","23/11/2017","£0.15"
"Francesco Zampano","Frosinone","Goalkeeper/ Defender","Full back","30/09/1993","25","£0.13","29/11/2017","£0.14"
"Yacine Bammou","Caen","Forward","Centre Forward","11/09/1991","27","£0.13","30/11/2017","£0.15"
"Jerome Prior","Bordeaux","Goalkeeper/ Defender","Goalkeeper","08/08/1995","24","£0.10","30/11/2017","£0.15"
"Tim Kleindienst","Freiburg","Forward","Centre Forward","31/08/1995","23","£0.13","30/01/2018","£0.19"
"Robin Zentner","Mainz","Goalkeeper/ Defender","Goalkeeper","28/10/1994","24","£0.13","30/01/2018","£0.15"
"Stipe Perica","Frosinone","Forward","Centre Forward","07/07/1995","24","£0.10","08/02/2018","£0.15"
"Nicolas Benezet","Guingamp","Midfield","Attacking Midfielder/ Winger","24/02/1991","28","£0.13","20/02/2018","£0.15"
"Ivi","Sporting de Gijón","Forward","Second Striker/ Winger","29/06/1994","25","£0.13","04/05/2018","£0.14"
"Bruno Alves","Parma","Goalkeeper/ Defender","Centre Back","27/11/1981","37","£0.08","11/05/2018","£0.14"
"Roman Zobnin","Spartak Moskva","Midfield","Central Midfielder","11/02/1994","25","£0.10","15/05/2018","£0.14"
"Oscar Duarte","Espanyol","Goalkeeper/ Defender","Centre Back","03/06/1989","30","£0.10","21/05/2018","£0.15"
"Isaac Kiese Thelin","Leverkusen","Forward","Centre Forward","24/06/1992","27","£0.10","25/05/2018","£0.14"
"Carlos Sanchez","West Ham United","Midfield","Central Midfielder","06/02/1986","33","£0.13","28/05/2018","£0.15"
"Francis Uzoho","La Coruna","Goalkeeper/ Defender","Goalkeeper","28/10/1998","20","£0.10","31/05/2018","£0.14"
"Thiago Cionek","SPAL","Goalkeeper/ Defender","Full back","21/04/1986","33","£0.13","08/06/2018","£0.15"
"Bartosz Bialkowski","Other","Goalkeeper/ Defender","Goalkeeper","06/07/1987","32","£0.10","08/06/2018","£0.15"
"Celso Borges","La Coruna","Midfield","Attacking Midfielder/ Winger","27/05/1988","31","£0.13","07/11/2017","£0.14"
"Yoann Gourcuff","Dijon","Midfield","Attacking Midfielder/ Winger","11/07/1986","33","£0.13","07/11/2017","£0.14"
"Nenad Tomovic","Chievo","Goalkeeper/ Defender","Full back","30/08/1987","31","£0.13","07/11/2017","£0.14"
"Heurelho Gomes","Watford","Goalkeeper/ Defender","Goalkeeper","15/02/1981","38","£0.13","09/11/2017","£0.14"
"Junior Alonso","Celta","Goalkeeper/ Defender","Centre Back","09/02/1993","26","£0.13","10/11/2017","£0.14"
"Federico Fernandez","Newcastle United","Goalkeeper/ Defender","Centre Back","21/02/1989","30","£0.13","10/11/2017","£0.14"
"Pawel Olkowski","FC Koln","Goalkeeper/ Defender","Full back","13/02/1990","29","£0.13","13/11/2017","£0.14"
"Fransergio","Braga","Midfield","Central Midfielder","18/10/1990","28","£0.13","13/11/2017","£0.14"
"Yuri Lodygin","Olympiacos","Goalkeeper/ Defender","Goalkeeper","26/05/1990","29","£0.13","13/11/2017","£0.14"
"Thomas Heurtaux","Udinese","Goalkeeper/ Defender","Centre Back","03/07/1988","31","£0.13","13/11/2017","£0.14"
"Marko Vesovic","Rijeka","Goalkeeper/ Defender","Full back","28/08/1991","27","£0.13","13/11/2017","£0.14"
"Ronny Rodelin","Guingamp","Forward","Second Striker/ Winger","18/11/1989","29","£0.13","14/11/2017","£0.14"
"Sven Ulreich","Bayern Munich","Goalkeeper/ Defender","Goalkeeper","03/08/1988","31","£0.13","15/11/2017","£0.15"
"Yaroslav Rakitskiy","Zenit","Goalkeeper/ Defender","Centre Back","03/08/1989","30","£0.13","15/11/2017","£0.14"
"Matt Macey","Arsenal","Goalkeeper/ Defender","Goalkeeper","09/09/1994","24","£0.10","15/11/2017","£0.14"
"Petr Cech","Arsenal","Goalkeeper/ Defender","Goalkeeper","20/05/1982","37","£0.13","16/11/2017","£0.14"
"Derlis Gonzalez","Dynamo Kyiv","Forward","Second Striker/ Winger","20/03/1994","25","£0.13","17/11/2017","£0.14"
"Vasco Regini","SPAL","Goalkeeper/ Defender","Full back","09/09/1990","28","£0.13","17/11/2017","£0.14"
"Jody Lukoki","Ludogorets","Midfield","Attacking Midfielder/ Winger","15/11/1992","26","£0.13","20/11/2017","£0.14"
"Jacek Goralski","Ludogorets","Midfield","Central Midfielder","21/09/1992","26","£0.13","20/11/2017","£0.14"
"Kenny Saief","Anderlecht","Midfield","Attacking Midfielder/ Winger","17/12/1993","25","£0.13","20/11/2017","£0.14"
"Francesco Rossi","Atalanta","Goalkeeper/ Defender","Goalkeeper","27/04/1991","28","£0.13","20/11/2017","£0.14"
"Slavoljub Srnic","Red Star Belgrade","Midfield","Attacking Midfielder/ Winger","12/01/1992","27","£0.13","20/11/2017","£0.14"
"Christian Mathenia","1. FC Nürnberg","Goalkeeper/ Defender","Goalkeeper","31/03/1992","27","£0.13","20/11/2017","£0.14"
"Leandro Chichizola","Getafe","Goalkeeper/ Defender","Goalkeeper","27/03/1990","29","£0.13","21/11/2017","£0.14"
"Maxim Koval","Dynamo Kyiv","Goalkeeper/ Defender","Goalkeeper","09/12/1992","26","£0.13","21/11/2017","£0.14"
"Alexander Selikhov","Spartak Moskva","Goalkeeper/ Defender","Goalkeeper","07/04/1994","25","£0.13","21/11/2017","£0.14"
"Julian Korb","Hannover","Goalkeeper/ Defender","Full back","21/03/1992","27","£0.13","22/11/2017","£0.14"
"Gabriele Angella","Udinese","Goalkeeper/ Defender","Centre Back","28/04/1989","30","£0.13","22/11/2017","£0.14"
"Edoardo Goldaniga","Frosinone","Goalkeeper/ Defender","Centre Back","02/11/1993","25","£0.13","22/11/2017","£0.14"
"Konstantin Rausch","Dynamo Moscow","Goalkeeper/ Defender","Full back","15/03/1990","29","£0.13","22/11/2017","£0.14"
"Ron-Robert Zieler","Stuttgart","Goalkeeper/ Defender","Goalkeeper","12/02/1989","30","£0.13","27/11/2017","£0.14"
"Emmanuel Badu","Udinese","Midfield","Central Midfielder","02/12/1990","28","£0.13","27/11/2017","£0.14"
"Alin Tosca","Betis","Goalkeeper/ Defender","Centre Back","14/03/1992","27","£0.13","27/11/2017","£0.14"
"Andrea Tozzo","Sampdoria","Goalkeeper/ Defender","Goalkeeper","30/08/1992","26","£0.13","27/11/2017","£0.14"
"Youssef Toutouh","København","Midfield","Attacking Midfielder/ Winger","06/10/1992","26","£0.13","29/11/2017","£0.14"
"Jannik Huth","Mainz","Goalkeeper/ Defender","Goalkeeper","15/04/1994","25","£0.13","29/11/2017","£0.17"
"Thomas Kraft","Hertha","Goalkeeper/ Defender","Goalkeeper","22/07/1988","31","£0.13","29/11/2017","£0.14"
"Roberto Canella","Sporting de Gijón","Goalkeeper/ Defender","Full back","07/02/1988","31","£0.13","29/11/2017","£0.14"
"David Timor","Girona","Midfield","Central Midfielder","17/10/1989","29","£0.13","30/11/2017","£0.14"
"Taulant Xhaka","FC Basel","Midfield","Defensive Midfielder/ Wingback","28/03/1991","28","£0.13","30/11/2017","£0.14"
"Alexandre Letellier","Angers","Goalkeeper/ Defender","Goalkeeper","11/12/1990","28","£0.13","30/11/2017","£0.14"
"Mathieu Peybernes","Lorient","Goalkeeper/ Defender","Centre Back","21/10/1990","28","£0.13","30/11/2017","£0.14"
"Lukas Pokorny","Slavia Praha","Goalkeeper/ Defender","Centre Back","05/07/1993","26","£0.13","30/11/2017","£0.14"
"Maximiliano Olivera","Fiorentina","Goalkeeper/ Defender","Full back","05/03/1992","27","£0.13","01/12/2017","£0.14"
"Jules Iloki","Nantes","Midfield","Attacking Midfielder/ Winger","14/01/1992","27","£0.13","01/12/2017","£0.14"
"Giancarlo Gonzalez","Bologna","Goalkeeper/ Defender","Centre Back","08/02/1988","31","£0.13","01/12/2017","£0.14"
"Abdoul Camara","Guingamp","Forward","Second Striker/ Winger","20/02/1990","29","£0.13","01/12/2017","£0.14"
"Sergei Chernik","Nancy","Goalkeeper/ Defender","Goalkeeper","20/07/1988","31","£0.13","01/12/2017","£0.14"
"Felipe Pardo","Olympiacos","Midfield","Attacking Midfielder/ Winger","17/08/1990","29","£0.13","01/12/2017","£0.14"
"Almog Cohen","FC Ingolstadt 04","Midfield","Defensive Midfielder/ Wingback","01/09/1988","30","£0.13","01/12/2017","£0.14"
"Marcus Rohden","Crotone","Midfield","Attacking Midfielder/ Winger","11/05/1991","28","£0.13","15/12/2017","£0.14"
"Dario Lezcano","FC Ingolstadt 04","Forward","Centre Forward","30/06/1990","29","£0.13","15/12/2017","£0.14"
"Jordy Clasie","Southampton","Midfield","Central Midfielder","27/06/1991","28","£0.13","09/01/2018","£0.14"
"Paulo Oliveira","Eibar","Goalkeeper/ Defender","Centre Back","08/01/1992","27","£0.13","26/01/2018","£0.15"
"Salvador Ichazo","Torino","Goalkeeper/ Defender","Goalkeeper","26/01/1992","27","£0.13","31/01/2018","£0.14"
"Robert Elliot","Newcastle United","Goalkeeper/ Defender","Goalkeeper","30/04/1986","33","£0.13","07/02/2018","£0.14"
"Claudio Bravo","Man City","Goalkeeper/ Defender","Goalkeeper","13/04/1983","36","£0.13","09/02/2018","£0.14"
"Igor Akinfeev","CSKA Moscow","Goalkeeper/ Defender","Goalkeeper","08/04/1986","33","£0.13","13/02/2018","£0.14"
"Jose Sa","Olympiacos","Goalkeeper/ Defender","Goalkeeper","17/01/1993","26","£0.13","14/02/2018","£0.14"
"Curtis Edwards","Östersund","Midfield","Attacking Midfielder/ Winger","12/01/1994","25","£0.13","14/02/2018","£0.14"
"Quentin Cornette","Amiens","Forward","Centre Forward","17/01/1994","25","£0.13","16/02/2018","£0.14"
"Alberto Brignoli","Benevento","Goalkeeper/ Defender","Goalkeeper","19/08/1991","28","£0.13","16/02/2018","£0.14"
"Mathieu Deplagne","Troyes","Goalkeeper/ Defender","Full back","01/10/1991","27","£0.13","19/02/2018","£0.14"
"Amato Ciciretti","Parma","Midfield","Attacking Midfielder/ Winger","31/12/1993","25","£0.10","20/02/2018","£0.14"
"Joel Obi","Chievo","Midfield","Central Midfielder","22/05/1991","28","£0.13","20/02/2018","£0.14"
"Antonio Caracciolo","Verona","Goalkeeper/ Defender","Centre Back","30/06/1990","29","£0.13","21/02/2018","£0.14"
"Serge Gakpe","Amiens","Forward","Second Striker/ Winger","07/05/1987","32","£0.13","22/02/2018","£0.14"
"Danny Williams","Huddersfield","Midfield","Defensive Midfielder/ Wingback","08/03/1989","30","£0.13","27/02/2018","£0.14"
"Javier Eraso","Leganes","Midfield","Central Midfielder","22/03/1990","29","£0.13","02/03/2018","£0.14"
"Patrice Evra","West Ham United","Goalkeeper/ Defender","Full back","15/05/1981","38","£0.13","09/03/2018","£0.14"
"Lacina Traore","AS Monaco","Forward","Centre Forward","20/05/1990","29","£0.13","09/03/2018","£0.14"
"Danny Batth","Wolves","Goalkeeper/ Defender","Centre Back","21/09/1990","28","£0.13","23/04/2018","£0.14"
"Miguel Guerrero","Olympiacos","Forward","Centre Forward","12/07/1990","29","£0.13","04/05/2018","£0.14"
"Tim Cahill","Other","Midfield","Attacking Midfielder/ Winger","06/12/1979","39","£0.13","09/05/2018","£0.14"
"Robbie Kruse","Other","Midfield","Attacking Midfielder/ Winger","05/10/1988","30","£0.13","09/05/2018","£0.14"
"Aziz Behich","PSV","Goalkeeper/ Defender","Full back","16/12/1990","28","£0.13","09/05/2018","£0.14"
"Mile Jedinak","Aston Villa","Midfield","Central Midfielder","03/08/1984","35","£0.13","09/05/2018","£0.14"
"Tomi Juric","Other","Forward","Centre Forward","22/07/1991","28","£0.13","09/05/2018","£0.14"
"Milos Degenek","Red Star Belgrade","Goalkeeper/ Defender","Centre Back","28/04/1994","25","£0.13","09/05/2018","£0.14"
"Brad Jones","Feyenoord","Goalkeeper/ Defender","Goalkeeper","19/03/1982","37","£0.13","09/05/2018","£0.14"
"Bailey Wright","Other","Goalkeeper/ Defender","Centre Back","28/07/1992","27","£0.10","09/05/2018","£0.13"
"Trent Sainsbury","PSV","Goalkeeper/ Defender","Centre Back","05/01/1992","27","£0.13","10/05/2018","£0.14"
"Jackson Irvine","Other","Midfield","Defensive Midfielder/ Wingback","07/03/1993","26","£0.13","10/05/2018","£0.14"
"James Meredith","Other","Goalkeeper/ Defender","Full back","05/04/1988","31","£0.13","10/05/2018","£0.14"
"James Troisi","Melbourne Victory","Midfield","Attacking Midfielder/ Winger","03/07/1988","31","£0.13","10/05/2018","£0.14"
"Ricardo Quaresma","Besiktas","Midfield","Attacking Midfielder/ Winger","26/09/1983","35","£0.13","11/05/2018","£0.14"
"Roman Neustadter","Fenerbahçe","Goalkeeper/ Defender","Centre Back","18/02/1988","31","£0.13","15/05/2018","£0.14"
"Igor Smolnikov","Zenit","Goalkeeper/ Defender","Full back","08/08/1988","31","£0.13","15/05/2018","£0.14"
"Filip Bradaric","Cagliari","Midfield","Defensive Midfielder/ Wingback","11/01/1992","27","£0.07","17/05/2018","£0.14"
"Vedran Corluka","Lokomotiv Moscow","Goalkeeper/ Defender","Centre Back","05/02/1986","33","£0.13","17/05/2018","£0.14"
"Enzo Perez","Valencia","Midfield","Central Midfielder","22/02/1986","33","£0.13","17/05/2018","£0.14"
"Lee Chung-yong","Crystal Palace","Midfield","Attacking Midfielder/ Winger","02/07/1988","31","£0.13","18/05/2018","£0.14"
"Bryan Ruiz","Sporting","Midfield","Attacking Midfielder/ Winger","18/08/1985","34","£0.13","21/05/2018","£0.14"
"Sergio Pena","Granada","Midfield","Attacking Midfielder/ Winger","28/09/1995","23","£0.07","22/05/2018","£0.13"
"Omar Gaber","LAFC","Goalkeeper/ Defender","Full back","30/01/1992","27","£0.13","23/05/2018","£0.14"
"Maxi Pereira","Porto","Goalkeeper/ Defender","Full back","08/06/1984","35","£0.13","24/05/2018","£0.14"
"Oswaldo Alanis","Getafe","Goalkeeper/ Defender","Centre Back","18/03/1989","30","£0.13","24/05/2018","£0.14"
"Maximiliano Meza","Other","Midfield","Attacking Midfielder/ Winger","15/01/1992","27","£0.13","25/05/2018","£0.14"
"Moussa Sow","Other","Forward","Centre Forward","19/01/1986","33","£0.13","25/05/2018","£0.14"
"Miguel Borja","Colombia","Forward","Centre Forward","26/01/1993","26","£0.13","28/05/2018","£0.14"
"Oscar Murillo","Pachuca","Goalkeeper/ Defender","Centre Back","18/04/1988","31","£0.13","28/05/2018","£0.14"
"Frank Fabra","Colombia","Goalkeeper/ Defender","Full back","22/02/1991","28","£0.10","28/05/2018","£0.13"
"Nordin Amrabat","Watford","Forward","Second Striker/ Winger","31/03/1987","32","£0.13","29/05/2018","£0.14"
"Uros Spajic","FK Krasnodar","Goalkeeper/ Defender","Centre Back","13/02/1993","26","£0.13","29/05/2018","£0.14"
"Karim El Ahmadi","Feyenoord","Midfield","Defensive Midfielder/ Wingback","27/01/1985","34","£0.13","29/05/2018","£0.14"
"Milan Rodic","Red Star Belgrade","Goalkeeper/ Defender","Full back","02/04/1991","28","£0.13","29/05/2018","£0.14"
"Mbark Boussoufa","Morocco","Midfield","Attacking Midfielder/ Winger","15/08/1984","35","£0.13","29/05/2018","£0.14"
"Dusko Tosic","Besiktas","Goalkeeper/ Defender","Full back","19/01/1985","34","£0.13","29/05/2018","£0.14"
"Aziz Bouhaddouz","Morocco","Forward","Centre Forward","30/03/1987","32","£0.13","29/05/2018","£0.14"
